type,adress,price,link_image
Baskets Nike Air ,"Ouest Foire, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3786415_uploaded_image1_1657923183.jpg
Chaussures  Adidas,"Ouest Foire, Dakar, Sénégal",22 000CFA,https://images.coinafrique.com/thumb_3792853_uploaded_image1_1658352683.jpg
Chaussures Adidas gazelle ,"Sicap Liberté, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3765315_uploaded_image1_1656621061.jpg
Baskets homme,"Dakar Plateau, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3799170_uploaded_image1_1658773436.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3798780_uploaded_image1_1658756912.jpg
Sandales homme,"Parcelle Assainies, Dakar, Sénégal",1 500CFA,https://images.coinafrique.com/thumb_3798230_uploaded_image1_1658735130.jpg
Yeezy Slide ,"Grand Dakar, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3798155_uploaded_image1_1658715928.jpg
Chaussures homme ,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3761392_uploaded_image1_1656377402.jpg
Sandales cuir homme ,"Ouest Foire, Dakar, Sénégal",14 000CFA,https://images.coinafrique.com/thumb_3772285_uploaded_image1_1656983141.jpg
Chaussures Timberland,"Ouest Foire, Dakar, Sénégal",22 000CFA,https://images.coinafrique.com/thumb_3763984_uploaded_image1_1656543467.jpg
Chaussures homme,"Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3797954_uploaded_image1_1658693708.jpg
Sandales orthopédiques Birkenstocks,"Grand Yoff, Dakar, Sénégal",11 500CFA,https://images.coinafrique.com/thumb_3758233_uploaded_image1_1656170339.jpg
Babouches homme,"Point E, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3760788_uploaded_image1_1656346598.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3760208_uploaded_image1_1656328258.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3760198_uploaded_image1_1656328065.jpg
Baskets  Adidas,"Fass, Dakar, Sénégal",22 000CFA,https://images.coinafrique.com/thumb_3795919_uploaded_image1_1658532779.jpg
Chaussures homme ,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3756901_uploaded_image1_1656082446.jpg
Sneakers mixte,"Parcelle Assainies, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3793814_uploaded_image1_1658413625.jpg
Sandales homme,"Parcelle Assainies, Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3793677_uploaded_image1_1658408659.jpg
Sandales homme,"Dieuppeul-Derklé, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3793064_uploaded_image1_1658373774.jpg
Baskets homme,"Biscuiterie, Dakar, Sénégal",30 000CFA,https://images.coinafrique.com/thumb_3793057_uploaded_image2_1658371747.jpeg
Baskets homme,"Biscuiterie, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3793056_uploaded_image1_1658371601.jpg
Baskets homme,"Colobane, Dakar, Sénégal",45 000CFA,https://images.coinafrique.com/thumb_3755926_uploaded_image1_1656016903.jpg
Baskets Nike Air Force  mixte,"Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3792093_uploaded_image1_1658319340.jpg
Chaussures homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3791733_uploaded_image1_1658307428.jpg
Chaussures Nike ,"Dakar, Sénégal",14 000CFA,https://images.coinafrique.com/thumb_3754470_uploaded_image1_1655944811.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3791535_uploaded_image1_1658278013.jpg
Chaussures Adidas,"Guediawaye, Dakar, Sénégal",50 000CFA,https://images.coinafrique.com/thumb_3791418_uploaded_image1_1658269240.jpg
Chaussures  Air Jordan 1,"Medina, Dakar, Sénégal",13 500CFA,https://images.coinafrique.com/thumb_3791403_uploaded_image1_1658268238.jpg
Chaussures  Nike Air Force 1,"Medina, Dakar, Sénégal",12 500CFA,https://images.coinafrique.com/thumb_3791393_uploaded_image2_1658267903.jpeg
Chaussures Van Heusen,"Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3791038_uploaded_image1_1658248059.jpg
Baskets homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3790767_uploaded_image3_1658237950.jpeg
Chaussures homme ,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3790762_uploaded_image2_1658237881.jpeg
Baskets Nike ,"Ouakam, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3790584_uploaded_image1_1658233082.jpg
Chaussures Converse   ,"Dakar, Sénégal",13 000CFA,https://images.coinafrique.com/thumb_3789442_uploaded_image1_1658157858.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3789285_uploaded_image1_1658150837.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3789284_uploaded_image1_1658150785.jpg
Chaussures nu-pieds,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763927_uploaded_image1_1656538207.jpg
Chaussures nu-pieds,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763926_uploaded_image1_1656538039.jpg
Chaussures nu-pieds Timberland,"Parcelle Assainies, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3763923_uploaded_image1_1656537854.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763924_uploaded_image1_1656537919.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763918_uploaded_image1_1656537494.jpg
Chaussures nu-pieds Zara,"Parcelle Assainies, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3763922_uploaded_image1_1656537699.jpg
Chaussures nu-pieds Timberland,"Parcelle Assainies, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3763910_uploaded_image1_1656537173.jpg
Chaussures nu-pieds,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763913_uploaded_image1_1656537297.jpg
Chaussures nu-pieds,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763915_uploaded_image1_1656537356.jpg
Mocassins homme,"Grand Yoff, Dakar, Sénégal",19 000CFA,https://images.coinafrique.com/thumb_3749354_uploaded_image1_1655651979.jpg
Chaussures ville en cuir,"Grand Yoff, Dakar, Sénégal",19 000CFA,https://images.coinafrique.com/thumb_3749358_uploaded_image1_1655652148.jpg
Mocassins homme - marron,"Grand Yoff, Dakar, Sénégal",19 000CFA,https://images.coinafrique.com/thumb_3749353_uploaded_image1_1655651924.jpg
Mocassins cuir,"Grand Yoff, Dakar, Sénégal",19 000CFA,https://images.coinafrique.com/thumb_3749361_uploaded_image1_1655652270.jpg
Baskets Converse ,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3786897_uploaded_image1_1657969595.jpg
Baskets Nike Hot Step Air Terra Nocta,"Dakar Plateau, Dakar, Sénégal",45 000CFA,https://images.coinafrique.com/thumb_3785552_uploaded_image1_1657882794.jpg
Chaussures homme ,"Parcelle Assainies, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3785491_uploaded_image1_1657879753.jpg
Sandales orthopédiques Birkenstocks,"Grand Yoff, Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3743576_uploaded_image1_1655296728.jpg
Baskets homme,"Dakar, Sénégal",16 000CFA,https://images.coinafrique.com/thumb_3746122_uploaded_image1_1655420813.jpg
Chaussures hommes,"Thies, Sénégal",8 500CFA,https://images.coinafrique.com/thumb_3783755_uploaded_image1_1657748521.jpg
Chaussures homme ,"Patte d'oie, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3783175_uploaded_image1_1657721210.jpg
Chaussures homme ,"Colobane, Dakar, Sénégal",30 000CFA,https://images.coinafrique.com/thumb_3782842_uploaded_image1_1657709537.jpg
Baskets All Converse,"Fass, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3782268_uploaded_image1_1657656850.jpg
Wallabies cuir daim ,"Fass, Dakar, Sénégal",13 000CFA,https://images.coinafrique.com/thumb_3782264_uploaded_image1_1657656734.jpg
Mocassins cuir daim ,"Fass, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3782262_uploaded_image1_1657656601.jpg
Baskets Jordan 4,"Fass, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3782259_uploaded_image1_1657656509.jpg
Baskets Jordan 4,"Fass, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3782254_uploaded_image1_1657656358.jpg
Chaussures homme,"Dakar Plateau, Dakar, Sénégal",17 500CFA,https://images.coinafrique.com/thumb_3782064_uploaded_image1_1657646413.jpg
Chaussures homme,"HLM, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3781212_uploaded_image1_1657590761.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3742039_uploaded_image1_1655220437.jpg
Chaussures hommes,"Pikine, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3780449_uploaded_image1_1657540015.jpg
Chaussures homme,"Pikine, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3780445_uploaded_image1_1657539930.jpg
Chaussures hommes,"Colobane, Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3740086_uploaded_image1_1655125952.jpg
Baskets hommes,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3740005_uploaded_image1_1655123639.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3740000_uploaded_image1_1655123490.jpg
Sandales homme ,"Grand Dakar, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3779562_uploaded_image1_1657453982.jpg
Chaussures Puma,"Ouest Foire, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3735396_uploaded_image1_1654824041.jpg
Baskets Nike Air Force One,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3779137_uploaded_image1_1657390404.jpg
Chaussures hommes,"Colobane, Dakar, Sénégal",30 000CFA,https://images.coinafrique.com/thumb_3779088_uploaded_image1_1657384308.jpg
Chaussures homme  ,"Rufisque, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3779004_uploaded_image1_1657377463.jpg
Chaussures homme  ,"Rufisque, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3778999_uploaded_image1_1657377149.jpg
Chaussures hommes,"Colobane, Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3738611_uploaded_image1_1655037273.jpg
Baskets Jordan 9,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3778861_uploaded_image1_1657368635.jpg
Baskts Jordan 13,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3778859_uploaded_image1_1657368532.jpg
Sandales orthopédique,"Dakar, Sénégal",13 500CFA,https://images.coinafrique.com/thumb_3778454_uploaded_image3_1657324281.jpeg
Baskets homme,"Colobane, Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3737239_uploaded_image1_1654945193.jpg
Chaussures homme,"Dakar, Sénégal",13 000CFA,https://images.coinafrique.com/thumb_3736849_uploaded_image1_1654901860.jpg
Mocassin - 100% cuir,"Grand Yoff, Dakar, Sénégal",19 000CFA,https://images.coinafrique.com/thumb_3736846_uploaded_image1_1654901616.jpg
Chaussures Timberland 100% cuir,"Grand Yoff, Dakar, Sénégal",19 000CFA,https://images.coinafrique.com/thumb_3736835_uploaded_image1_1654900942.jpg
Chaussures  Mocassins,"Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3775551_uploaded_image2_1657147638.jpeg
Baskets Nike TN Air Max,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3775458_uploaded_image1_1657143121.jpg
Sandales homme ,"Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3775339_uploaded_image1_1657136614.jpg
Baskets Le Coq Sportif,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3775221_uploaded_image1_1657129939.jpg
Chaussures homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3775196_uploaded_image1_1657128983.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3734431_uploaded_image1_1654779725.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3773990_uploaded_image1_1657071156.jpg
Mocassins homme,"Parcelle Assainies, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3773989_uploaded_image1_1657070957.jpg
Chaussures homme ,"Gueule Tapée, Dakar, Sénégal",7 500CFA,https://images.coinafrique.com/thumb_3773724_uploaded_image1_1657051476.jpg
Chaussures homme ,"Thies, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3773481_uploaded_image1_1657039075.jpg
Babouches homme,"Grand Dakar, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3773461_uploaded_image1_1657038403.jpg
Sandales Louboutin,"Grand Dakar, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3773446_uploaded_image1_1657037850.jpg
Baskets Air Force One,"Mariste, Dakar, Sénégal",22 000CFA,https://images.coinafrique.com/thumb_3773385_uploaded_image1_1657035657.jpg
Babouches,"Patte d'oie, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3773163_uploaded_image1_1657028843.jpg
Babouches homme,"Patte d'oie, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3773158_uploaded_image1_1657028663.jpg
Baskets homme,"Mbao, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3773037_uploaded_image1_1657026214.jpg
Chaussures homme ,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3772968_uploaded_image1_1657024291.jpg
Chaussures homme ,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3772948_uploaded_image1_1657024036.jpg
Chaussures homme ,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3772944_uploaded_image1_1657023961.jpg
Babouches homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3772941_uploaded_image1_1657023887.jpg
Babouches homme,"Parcelle Assainies, Dakar, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3772849_uploaded_image1_1657021229.jpg
Babouches homme,"Hann Bel-Air, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3772266_uploaded_image1_1656981068.jpg
Chaussures homme,"Hann Bel-Air, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3772264_uploaded_image1_1656980575.jpg
Baskets Nike Gor-Tex,"Ouest Foire, Dakar, Sénégal",18 000CFA,https://images.coinafrique.com/thumb_3733481_uploaded_image3_1654727655.jpeg
Chaussures homme,"Ouest Foire, Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3732635_uploaded_image1_1654692620.jpg
Chaussures hommes,"Grand Dakar, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3772142_uploaded_image1_1656970626.jpg
Chaussures Yezzy 700,"Dakar, Sénégal",18 000CFA,https://images.coinafrique.com/thumb_3771581_uploaded_image1_1656946900.jpg
Baskets homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3730677_uploaded_image1_1654602745.jpg
Chaussures Yezzy slite   ,"Colobane, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3770794_uploaded_image1_1656922506.jpg
Baskets Nike Air Force 1,"Colobane, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3770791_uploaded_image1_1656922450.jpg
Baskets Nike Air Jordan 1,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3770787_uploaded_image1_1656922395.jpg
Baskets Jordan 6 Mind ,"Grand Dakar, Dakar, Sénégal",40 000CFA,https://images.coinafrique.com/thumb_3770620_uploaded_image1_1656902240.jpg
Baskets Jordan 11 ,"Grand Dakar, Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3770614_uploaded_image1_1656901977.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3729339_uploaded_image1_1654526790.jpg
Chaussures orthopédiques ,"Guediawaye, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3769385_uploaded_image1_1656831874.jpg
Sandales cuir,"Dakar, Sénégal",12 500CFA,https://images.coinafrique.com/thumb_3769346_uploaded_image1_1656818414.jpg
Chaussures Mocassins,"Dakar, Sénégal",18 000CFA,https://images.coinafrique.com/thumb_3769173_uploaded_image1_1656800170.jpg
Chaussures Mocassins,"Parcelle Assainies, Dakar, Sénégal",8 000CFA,https://images.coinafrique.com/thumb_3769042_uploaded_image1_1656792899.jpg
Chaussures hommes,"Parcelle Assainies, Dakar, Sénégal",8 000CFA,https://images.coinafrique.com/thumb_3769037_uploaded_image1_1656792692.jpg
Babouches,"Parcelle Assainies, Dakar, Sénégal",6 000CFA,https://images.coinafrique.com/thumb_3769036_uploaded_image1_1656792568.jpg
Chaussures homme,"Dakar, Sénégal",16 000CFA,https://images.coinafrique.com/thumb_3728131_uploaded_image1_1654447048.jpg
Chaussures orthopédiques  ,"Guediawaye, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3768576_uploaded_image1_1656774397.jpg
Mocassins homme ,"Patte d'oie, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3768084_uploaded_image1_1656757474.jpg
Baskets homme ,"Biscuiterie, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3767908_uploaded_image1_1656750549.jpg
Chaussures  homme ,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3767692_uploaded_image1_1656725573.jpg
Chaussures Mocassins,"Dakar, Sénégal",18 000CFA,https://images.coinafrique.com/thumb_3767536_uploaded_image1_1656714861.jpg
Babouches royal,"Dakar, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3767530_uploaded_image1_1656714744.jpg
Baskets Stand Smith ,"Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3767185_uploaded_image1_1656700104.jpg
Baskets homme ,"Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3767184_uploaded_image1_1656700054.jpg
Sandales homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3767058_uploaded_image1_1656695090.jpg
Chaussures homme,"Dieuppeul-Derklé, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3767019_uploaded_image2_1656693907.jpeg
Babouches homme,"Patte d'oie, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3766936_uploaded_image1_1656691587.jpg
Mocassins homme,"Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3766862_uploaded_image1_1656689018.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3726688_uploaded_image1_1654353095.jpg
Sandales homme,"Grand Yoff, Dakar, Sénégal",6 000CFA,https://images.coinafrique.com/thumb_3766562_uploaded_image1_1656681387.jpg
Baskets Yeezy ,"Grand Yoff, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3766554_uploaded_image1_1656681226.jpg
Chaussures homme,"Colobane, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3766263_uploaded_image1_1656674484.jpg
Babouches marocains,"Dakar, Sénégal",8 000CFA,https://images.coinafrique.com/thumb_3765401_uploaded_image1_1656626063.jpg
Babouches homme,"Dakar-Plateau, Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3764863_uploaded_image3_1656602358.jpeg
Chaussures homme ,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3724987_uploaded_image1_1654258531.jpg
Babouches homme,"Dakar Plateau, Dakar, Sénégal",8 500CFA,https://images.coinafrique.com/thumb_3764307_uploaded_image1_1656580556.jpg
Chaussures Louis Vuitton,"Ouest Foire, Dakar, Sénégal",18 000CFA,https://images.coinafrique.com/thumb_3725944_uploaded_image1_1654299455.jpg
Chaussures  Berluti,"Ouest Foire, Dakar, Sénégal",40 000CFA,https://images.coinafrique.com/thumb_3722027_uploaded_image2_1654122949.jpeg
Chaussures homme ,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3723336_uploaded_image1_1654181512.jpg
Chaussures  Nike ,"Colobane, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3723319_uploaded_image1_1654180892.jpg
Chaussures homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3763236_uploaded_image1_1656504641.jpg
Chaussures hommes,"Patte d'oie, Dakar, Sénégal",8 000CFA,https://images.coinafrique.com/thumb_3762694_uploaded_image1_1656459259.jpg
Babouches marocaines,"Dakar, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3762584_uploaded_image1_1656451548.jpg
Chaussures homme,"Dakar, Sénégal",13 000CFA,https://images.coinafrique.com/thumb_3721654_uploaded_image1_1654108796.jpg
Chaussures homme,"Dakar, Sénégal",5 000CFA,https://images.coinafrique.com/thumb_3761571_uploaded_image1_1656406458.jpg
Chaussures d'homme ,"Dakar, Sénégal",27 500CFA,https://images.coinafrique.com/thumb_3760781_uploaded_image1_1656346408.jpg
Chaussures d'homme ,"Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3760773_uploaded_image1_1656346264.jpg
Chaussures homme,"Medina, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3760771_uploaded_image3_1656346190.jpeg
Chaussures homme,"Guediawaye, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3760694_uploaded_image1_1656343533.jpg
Chaussures homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3760567_uploaded_image1_1656339447.jpg
Chaussures homme,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3760562_uploaded_image1_1656339396.jpg
Chaussures Sebago  Dockside,"Dieuppeul-Derklé, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3760371_uploaded_image1_1656333531.jpg
Baskets Jordan  4,"Dakar, Sénégal",22 000CFA,https://images.coinafrique.com/thumb_3759960_uploaded_image1_1656316922.jpg
Chaussures homme,"Dakar, Sénégal",13 000CFA,https://images.coinafrique.com/thumb_3718354_uploaded_image1_1653956800.jpg
Mocassins homme ,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3759183_uploaded_image1_1656250910.jpg
Mocassins daim,"Colobane, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3759178_uploaded_image1_1656250588.jpg
Babouches marocains,"Parcelle Assainies, Dakar, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3758667_uploaded_image1_1656201621.jpg
Chaussures homme,"Dakar Plateau, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3758594_uploaded_image1_1656194431.jpg
Souliers cuir homme ,"Ouest Foire, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3757183_uploaded_image1_1656093941.jpg
Baskets Nike Air Force One,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3755266_uploaded_image1_1655992584.jpg
Chaussures homme,"Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3713495_uploaded_image1_1653607304.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3713100_uploaded_image1_1653586425.jpg
Chaussures de ville,"Parcelle Assainies, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3713097_uploaded_image1_1653586368.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",30 000CFA,https://images.coinafrique.com/thumb_3713096_uploaded_image1_1653586291.jpg
Chaussures de ville,"Parcelle Assainies, Dakar, Sénégal",30 000CFA,https://images.coinafrique.com/thumb_3713091_uploaded_image1_1653586221.jpg
Mocassins homme,"Parcelle Assainies, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3712777_uploaded_image1_1653572774.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3712765_uploaded_image1_1653572520.jpg
Mocassins homme,"Parcelle Assainies, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3712772_uploaded_image1_1653572651.jpg
Chaussures homme,"Parcelle Assainies, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3712760_uploaded_image1_1653572433.jpg
Baskets Yeezy Boost ,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3753271_uploaded_image1_1655900095.jpg
Baskets Jordan 4 ,"Parcelle Assainies, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3753046_uploaded_image1_1655893177.jpg
Baskets Air Jordan,"Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3752272_uploaded_image2_1656069194.jpeg
Babouches marocaines,"Point E, Dakar, Sénégal",10 000CFA,https://images.coinafrique.com/thumb_3751282_uploaded_image1_1655767352.jpg
Sandales homme,"Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3751151_uploaded_image1_1655760036.jpg
Sandales,"Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3751148_uploaded_image1_1655759897.jpg
Sandales homme,"Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3751143_uploaded_image1_1655759623.jpg
Sandales,"Dakar, Sénégal",12 000CFA,https://images.coinafrique.com/thumb_3751138_uploaded_image1_1655759410.jpg
Chaussures homme,"Grand Dakar, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3750887_uploaded_image1_1655748477.jpg
Baskets Nike Jordan SB ,"Colobane, Dakar, Sénégal",35 000CFA,https://images.coinafrique.com/thumb_3750549_uploaded_image1_1655734906.jpg
Baskets Nike Air Force 1,"Colobane, Dakar, Sénégal",25 000CFA,https://images.coinafrique.com/thumb_3750545_uploaded_image1_1655734790.jpg
Baskets Air Jordan 4 Flight ,"Hann Bel-Air, Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3750496_uploaded_image1_1655732502.jpg
Chaussure orthographique,"Guediawaye, Dakar, Sénégal",Prix sur demande,https://images.coinafrique.com/thumb_3749224_uploaded_image1_1655645835.jpg
Chaussures  Dior,"Ouest Foire, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3749122_uploaded_image1_1655641823.jpg
Chaussures Dior,"Ouest Foire, Dakar, Sénégal",20 000CFA,https://images.coinafrique.com/thumb_3749118_uploaded_image1_1655641633.jpg
Chaussures All star,"Dakar, Sénégal",15 000CFA,https://images.coinafrique.com/thumb_3749108_uploaded_image1_1655640869.jpg
